,File_name,Concepts,Questions
6,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents."," What is the significance of the ID attribute ""f9469fffd5d24f85a8982f29b9fb7a38"" in this XML content?"
7,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents."," How is the title ""New Page"" used in this XML content?"
8,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents.", Why is the body content empty in this XML content?
9,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents.",". What does the paragraph ID ""e46f4057d95e45cfb0f8567cb65fdb90"" represent in this XML content?"
10,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents.",". What does the paragraph content ""This is a new page with empty contents"" mean in this XML content?"
11,/content/data/f9469fffd5d24f85a8982f29b9fb7a38.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD URL: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespaces: bib, cmd, m, pref, theme, wb, ID attribute: f9469fffd5d24f85a8982f29b9fb7a38, Title: New Page, Body content: Empty,. Paragraph ID: e46f4057d95e45cfb0f8567cb65fdb90,. Paragraph content: This is a new page with empty contents.",?
0,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.",Errors At All Phases: Why can errors during the business understanding phase and the data understanding phase lead to bloated costs and scope creep?
1,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Errors in Model Understanding: What is the purpose of errors in the model understanding phase?
2,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Training Error: How is the training error derived in a model?
3,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Test Error: When is the test error used in the model selection process?
4,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Irreducible Error: What is the irreducible error in a model and why can't it be reduced?
5,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Reducible Error: What causes a reducible error in a model?
6,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.", Calculating Error Rate: What methods can be used to calculate the error rate for trained models?
7,/content/data/f4e02624db114a8a9c8cd78840a1f707.xml," Errors At All Phases: Errors can occur during the business understanding phase and the data understanding phase, leading to bloated costs, scope creep, and inadequate solutions., Errors in Model Understanding: Errors in this phase are used to validate models and determine their expected performance for deployment., Training Error: Derived by calculating the classification error of a model on the exact data used for training., Test Error: Gives insight into the amount of errors to expect when making future predictions and is used for model selection., Irreducible Error: The noise term in the true relationship that cannot be reduced by any model., Reducible Error: The error resulting from a mismatch between the estimated relationship and the true relationship between variables., Calculating Error Rate: Exploring different methods and diving deeper into calculating the error rate for trained models.",?
0,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents.""",Why is the XML version used in this document 1.0?
1,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," What does the encoding ""UTF-8"" mean in this XML content?"
2,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," When was the document type ""Workbook Page MathML 3.8"" introduced?"
3,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," How is the workbook page ID ""f6c715f0cc9e4529bb6a01bcc1c762b2"" generated in this XML content?"
4,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," What is the significance of the title ""Module 13 Summary"" in this XML document?"
5,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," Why is the paragraph ID ""fdae24641c0442828540af4e0f4ae131"" used in this XML content?"
6,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents."""," What does the paragraph content ""This is a new page with empty contents."" mean in this XML document?"
7,/content/data/f6c715f0cc9e4529bb6a01bcc1c762b2.xml," XML version: 1.0, Encoding: UTF-8, Document type: Workbook Page MathML 3.8, Workbook page ID: f6c715f0cc9e4529bb6a01bcc1c762b2, Title: Module 13 Summary, Paragraph ID: fdae24641c0442828540af4e0f4ae131, Paragraph content: ""This is a new page with empty contents.""",?
0,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.",What is the XML version used in this content?
1,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", How is the content in this XML file encoded?
2,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the DTD used in this XML content?
3,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the DTD Public Identifier for this XML content?
4,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the DTD System Identifier for this XML content?
5,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What are the XML namespaces used in this content?
6,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the Workbook page ID in this XML content?
7,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the title of the page in this XML content?
8,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.", What is the ID of the paragraph in this XML content?
9,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.",. What is the content of the paragraph in this XML content?
10,/content/data/fb30a55d2f0c4018aefc202591670950.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, XML namespaces: bib, cmd, m, pref, theme, wb, Workbook page ID: fb30a55d2f0c4018aefc202591670950, Page title: New Page, Paragraph ID: fa31fc12ff064cf282c1ea65d4da42ef,. Paragraph content: This is a new page with empty contents.",?
0,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf",Why is the XML version 1.0 used in this document?
1,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," What does the encoding ""UTF-8"" mean in this XML document?"
2,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," When is the DTD ""Workbook Page MathML 3.8"" used in XML documents?"
3,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," How is the DTD Public Identifier ""-//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN"" used in this XML document?"
4,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," What is the purpose of the DTD System Identifier ""http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd"" in this XML document?"
5,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," Why is ""workbook_page"" used as the root element in this XML document?"
6,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," What does the namespace ""bib"" represent in this XML document?"
7,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," How is the namespace ""cmd"" used in this XML document?"
8,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf"," What is the purpose of the namespace ""m"" in this XML document?"
9,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf",". Why is the namespace ""pref"" used in this XML document?"
10,/content/data/fb31fc1e26af4781813cbb0c071e7b70.xml," XML version: 1.0, Encoding: UTF-8, DTD: Workbook Page MathML 3.8, DTD Public Identifier: -//Carnegie Mellon University//DTD Workbook Page MathML 3.8//EN, DTD System Identifier: http://oli.web.cmu.edu/dtd/oli_workbook_page_mathml_3_8.dtd, Root element: workbook_page, Namespace: bib=""http://bibtexml.sf.net/"", Namespace: cmd=""http://oli.web.cmu.edu/content/metadata/2.1/"", Namespace: m=""http://www.w3.org/1998/Math/MathML"",. Namespace: pref=""http://oli.web.cmu.edu/preferences/"",. Namespace: theme=""http://oli.web.cmu.edu/presentation/"",. Namespace: wb=""http://oli.web.cmu.edu/activity/workbook/"",. Workbook page ID: fb31fc1e26af4781813cbb0c071e7b70,. Element: head,. Element: title,. Element: body,. Element: p,. Paragraph ID: accf",". What does the namespace ""theme"" represent in this XML document?"
