,Unnamed: 0,File_name,Concepts,Questions
503,0,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",Why does changing concentration perturb an equilibrium?
504,1,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", What happens when the temperature of a system at equilibrium changes?
505,2,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", When can Le Châtelier's principle be applied to predict the effect of temperature change on equilibrium?
506,3,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", How is heat evolved in the reaction between hydrogen and gaseous iodine?
507,4,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with"," What does it mean when a reaction, such as the one between hydrogen and gaseous iodine, is exothermic?"
508,5,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", How does increasing the temperature of the reaction affect the internal energy of the system?
509,6,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with"," Why does increasing the temperature shift the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI?"
510,7,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", How does lowering the temperature of the system favor the formation of hydrogen iodide?
511,8,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with", What effect does changing the temperature of a system at equilibrium have on the equilibrium constant for the reaction?
512,9,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",. How does temperature affect the equilibrium constant?
513,10,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",. How does temperature affect the equilibrium between NO2 and N2O4 in a reaction?
514,11,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",. Why is the reaction between NO2 and N2O4 endothermic?
515,12,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",. Why does the gas mixture have a deep brown color at higher temperatures?
516,13,/content/x-oli-workbook_page/p3_change_temp.xml," Changing concentration perturbs an equilibrium, Changing the temperature of a system at equilibrium changes the value of the equilibrium constant, Le Châtelier's principle can be applied to predict the effect of temperature change on equilibrium, Heat is evolved in the reaction between hydrogen and gaseous iodine, The reaction between hydrogen and gaseous iodine is exothermic, Increasing the temperature of the reaction increases the internal energy of the system, Increasing the temperature shifts the reaction to the left, increasing the concentration of H2 and I2 and reducing the concentration of HI, Lowering the temperature of the system reduces the amount of energy present and favors the formation of hydrogen iodide, Changing the temperature of a system at equilibrium changes the equilibrium constant for the reaction,. Lowering the temperature increases the equilibrium constant, while raising the temperature decreases it,. Temperature affects the equilibrium between NO2 and N2O4 in a reaction,. The reaction between NO2 and N2O4 is endothermic,. At higher temperatures, the gas mixture has a deep brown color, indicative of a significant amount of brown NO2 molecules,. Cooling the mixture (with",. What happens when the mixture of NO2 and N2O4 is cooled?
518,0,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium.",Why does a change in pressure affect the position of equilibrium in systems involving gases?
519,1,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium.", What is the significance of the effect of pressure on equilibrium in chemical reactions involving a change in the total number of gas molecules?
520,2,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium.", When does a system indicate the potential for pressure to impact equilibrium?
521,3,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium.", How are equilibrium constants defined with regard to concentration or partial pressure?
522,4,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium."," Why do changes in total pressure, such as adding an inert gas not involved in the equilibrium, not affect the partial pressures of gases in the equilibrium constant expression?"
523,5,/content/x-oli-workbook_page/p4_change_pressure.xml," Change in pressure can affect the position of equilibrium in systems involving gases., The effect of pressure on equilibrium is only significant when the chemical reaction involves a change in the total number of gas molecules., Systems with different numbers of moles of gas on the reactant and product sides indicate the potential for pressure to impact equilibrium., Equilibrium constants are defined with regard to concentration or partial pressure., Changes in total pressure, such as adding an inert gas not involved in the equilibrium, do not affect the partial pressures of gases in the equilibrium constant expression., Addition of a gas not involved in the equilibrium does not disturb the equilibrium.", What happens when a gas not involved in the equilibrium is added to the system?
525,0,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model",Why is it important to understand the introduction to gases?
526,1,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", What are the key properties of gases?
527,2,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", When do gases expand and why does this happen when they are heated?
528,3,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", How are gases important in the field of chemistry?
529,4,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", What methods do scientists use to investigate the behavior of gases?
530,5,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model"," How are the temperature, pressure, amount, and volume of a gas related to each other?"
531,6,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", What techniques are used in the analysis of the experimental behavior of gases?
532,7,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", What are the limitations of the theoretical model used to study gases?
533,8,/content/x-oli-workbook_page/p0_introduction_gas.xml," Introduction to Gases, Properties of gases, Expansion of heated gases, Importance of gases in chemistry, Investigation of gas behavior by scientists, Relationships between gas temperature, pressure, amount, and volume, Analysis of experimental behavior of gases, Limitations of the theoretical model, Improvement of the theoretical model", How can the theoretical model used to study gases be improved?
535,0,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.",What are oxidation states in the context of Oxidation-Reduction?
536,1,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", How does the process of oxidation result in an increase in an element's oxidation number?
537,2,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", When do redox reactions occur and what do they involve?
538,3,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", What happens during the reaction between sodium and chlorine and why is it considered a redox reaction?
539,4,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", What is a half-reaction and how does it represent the fate of each reactant in a redox reaction?
540,5,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", Why is oxidation defined as the loss of electrons?
541,6,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", How does reduction result in the gain of electrons?
542,7,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", What is a reducing agent and why is it the species that is oxidized?
543,8,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.", How does an oxidizing agent function and why is it the species that is reduced?
544,9,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.",. How is the oxidation number of an element in a compound determined?
545,10,/content/x-oli-workbook_page/p6_oxidation_reduction.xml," Oxidation-Reduction: Oxidation States, Oxidation: process in which an element's oxidation number is increased by loss of electrons, Redox reactions: a broad and important reaction class involving the transfer of electrons, Sodium and chlorine reaction: example of a redox reaction, Half-reaction: equation representing the fate of each reactant in a redox reaction, Oxidation = loss of electrons, Reduction = gain of electrons, Reducing agent = species that is oxidized, Oxidizing agent = species that is reduced,. Oxidation number: the charge each atom of an element would have in a compound if the compound were ionic,. Guidelines for assigning oxidation numbers to elements in a molecule or ion,. Determining oxidation numbers for different elements,. Example of assigning oxidation numbers to elements in specific species (H2S, SO3^2-, SO4^2-),. Openstax Chemistry as the source of the information.",. What are the guidelines for assigning oxidation numbers to elements in a molecule or ion?
