,Unit,Module,Title,Text,Subheaders,questions,perplexity
109,Foundations of Chemistry,Elements and Compounds,Introduction to the Periodic Table,"As early chemists worked to purify ores and discovered more elements, they realized that            various elements could be grouped together by their similar chemical behaviors. One such            grouping includes:
These elements all are shiny, conduct heat and electricity well, and have similar            chemical properties.
A second grouping includes:
which also are shiny, good conductors of heat and electricity, and have chemical            properties in common.
However, the specific properties of these two groupings are notably different from each            other. For example: Li, Na, and K are much more reactive than are Ca, Sr, and Ba; Li,            Na, and K form compounds with oxygen in a ratio of two of their atoms to one oxygen            atom, whereas Ca, Sr, and Ba form compounds with one of their atoms to one oxygen            atom.
Other elements that exhibit similar properties to each other are:
but the properties of this group of elements are drastically different from those of any            of the groups of elements above.
Dimitri Mendeleev in Russia (1869) and Lothar Meyer in Germany (1870) independently            recognized that there was a periodic relationship among the properties of the elements            known at that time. Both published tables with the elements arranged according to            increasing atomic mass. But Mendeleev went one step further than Meyer: He used his            table to predict the existence of elements that would have the properties similar to            aluminum and silicon, but were yet unknown. The discoveries of gallium (1875) and            germanium (1886) provided great support for Mendeleevs work. Although Mendeleev and            Meyer had a long dispute over priority, Mendeleevs contributions to the development of            the periodic table are now more widely recognized.
By the twentieth century, it became apparent that the periodic relationship involved            atomic numbers rather than atomic masses. The modern statement of this relationship, the            periodic law, is as follows: the properties of the elements are periodic functions of            their atomic numbers. A modern periodic table arranges the elements in increasing order            of their atomic numbers and groups atoms with similar properties in the same vertical            column. The elements are arranged in seven horizontal rows, called periods or series,            and 18 vertical columns, called groups. Groups are labeled at the top of each column. In            the United States, the labels traditionally were numerals with capital letters. However,            IUPAC recommends that the numbers 1 through 18 be used, and these labels are more            common. For the table to fit on a single page, parts of two of the rows, a total of 14            columns, are usually written below the main body of the table.
You will be using the periodic table frequently throughout this course. For your                    convenience a link to the periodic table will be at the beginning of every                    module, starting with the next one. The periodic table from this link will open                    in a separate tab. It may be a good idea to open it at the beginning of the                    module, as you will likely need it throughout any given module. All calculations                    within this course that use atomic masses as they appear on this periodic table, most of which are rounded                    to the hundredths place. There are many sources of periodic tables online or you                    may want to have a paper copy with which to work. Use whatever works best for                    you.
Many elements differ dramatically in their chemical and physical properties, but some            elements are similar in their behaviors. For example, many elements appear shiny, are            malleable (able to be deformed without breaking) and ductile (can be drawn into wires),            and conduct heat and electricity well. Other elements are not shiny, malleable, or            ductile, and are poor conductors of heat and electricity. We can sort the elements into            large classes with common properties: metals (elements that are shiny, malleable, good            conductors of heat and electricityshaded yellow); nonmetals (elements that appear dull,            poor conductors of heat and electricityshaded green); and metalloids (elements that            conduct heat and electricity moderately well, and possess some properties of metals and            some properties of nonmetalsshaded purple).
The elements can also be classified into the main-group elements (or representative            elements) in the columns labeled 1, 2, and 13; the transition metals in the columns            labeled 3; and inner transition metals in the two rows at the bottom of the table            (the top-row elements are called lanthanides and the bottom-row elements are actinides.            The elements can be subdivided further by more specific properties, such as the            composition of the compounds they form. For example, the elements in group 1 (the first            column) form compounds that consist of one atom of the element and one atom of hydrogen.            These elements (except hydrogen) are known as alkali metals, and they all have similar            chemical properties. The elements in group 2 (the second column) form compounds            consisting of one atom of the element and two atoms of hydrogen: These are called            alkaline earth metals, with similar properties among members of that group. Other groups            with specific names are the pnictogens (group 15), chalcogens (group 16), halogens            (group 17), and the noble gases (group 18, also known as inert gases). The groups can            also be referred to by the first element of the group: For example, the chalcogens can            be called the oxygen group or oxygen family. Hydrogen is a unique, nonmetallic element            with properties similar to both group 1 and group 17 elements. For that reason, hydrogen            may be shown at the top of both groups, or by itself.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the relationship between the elements mentioned in the text?,28.2836856842041
110,Electronic Structure and Periodic Properties,Periodic Properties,Variation in Ionization Energies,"The amount of energy required to remove the mostloosely bound electron from a gaseous atom in its ground state is called its firstionization energy (IE1 ). The first ionization energy for an element, X, isthe energy required to form a cation with +1 charge:
X(g) \ightarrow X^{+} + e^{-} \\ \\ \\ \\ \\mathrm{IE}_1
The energy required to remove the second mostloosely bound electron is called the second ionization energy (IE 2 ).
X^{+}(g) \ightarrow X^{2+}(g) + e^{-} \\ \\ \\ \\ \\mathrm{IE}_2
The energy required to remove the third electron isthe third ionization energy, and so on. Energy is always required to remove electronsfrom atoms or ions, so ionization processes are endothermic and IE values are alwayspositive. For larger atoms, the most loosely bound electron is located farther from thenucleus and so is easier to remove. Thus, as size (atomic radius) increases, theionization energy should decrease. Relating this logic to what we have just learnedabout radii, we would expect first ionization energies to decrease down a group and toincrease across a period.
The graph below shows the relationship between thefirst ionization energy and the atomic number of several elements. The values of firstionization energy for the elements are given in periodic table below the graph. Within aperiod, the IE1 generally increases with increasing Z. Down a group, the IE value generally decreases with increasing Z. There are some systematicdeviations from this trend, however. Note that the ionization energy of boron (atomicnumber 5) is less than that of beryllium (atomic number 4) even though the nuclearcharge of boron is greater by one proton. This can be explained because the energy ofthe subshells increases as oneincreases, due to penetration and shielding (as discussedpreviously). Within any one shell, the s electrons are lower in energy than the pelectrons. This means that an s electron is harder to remove from an atom than a pelectron in the same shell. The electron removed during the ionization of beryllium([He]2s2 ) is an s electron, whereas the electron removed during theionization of boron ([He]2s22p 1) is a p electron; this resultsin a lower first ionization energy for boron, even though its nuclear charge is greaterby one proton. Thus, we see a small deviation from the predicted trend occurring eachtime a new subshell begins.
Another deviation occurs as orbitals become morethan one-half filled. The first ionization energy for oxygen is slightly less than thatfor nitrogen, despite the trend in increasing IE1 values across a period.Looking at the orbital diagram of oxygen, we can see that removing one electron willeliminate the electronelectron repulsion caused by pairing the electrons in the 2porbital and will result in a half-filled orbital (which is energetically favorable).Analogous changes occur in succeeding periods.
Removing an electron from a cation is moredifficult than removing an electron from a neutral atom because of the greaterelectrostatic attraction to the cation. Likewise, removing an electron from acation with a higher positive charge is more difficult than removing an electronfrom an ion with a lower charge. Thus, successive ionization energies for oneelement always increase. As seen in Table below, there is a large increase in theionization energies for each element. This jump corresponds toremoval of the core electrons, which are harder to remove than the valenceelectrons. For example, Sc and Ga both have three valence electrons, so therapid increase in ionization energy occurs after the third ionization.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0 License.
Download for free at .",,what is the relationship between the first ionization energy and the energy of boron?,30.69837760925293
111,Electronic Structure and Periodic Properties,Electromagnetic Energy and the Bohr Model of the Atom,Line Spectra,"Another paradox within the classical electromagnetic theory that scientists in the late            nineteenth century struggled with concerned the light emitted from atoms and molecules.            When solids, liquids, or condensed gases are heated sufficiently, they radiate some of            the excess energy as light. Photons produced in this manner have a range of energies,            and thereby produce a continuous spectrum in which an unbroken series of wavelengths is            present. Most of the light generated from stars (including our sun) is produced in this            fashion. You can see all the visible wavelengths of light present in sunlight by using a            prism to separate them. As can be seen in figure below, sunlight also contains UV light            (shorter wavelengths) and IR light (longer wavelengths) that can be detected using            instruments but that are invisible to the human eye. Incandescent (glowing) solids such            as tungsten filaments in incandescent lights also give off light that contains all            wavelengths of visible light.
In contrast to continuous spectra, light can also occur as discrete or line spectra            having very narrow line widths interspersed throughout the spectral regions such as            those shown in the figure below. Exciting a gas at low partial pressure using an            electrical current, or heating it, will produce line spectra. Fluorescent light bulbs            and neon signs operate in this way. Each element displays its own characteristic set of            lines, as do molecules, although their spectra are generally much more complicated.
Each emission line consists of a single wavelength of light, which implies that the light            emitted by a gas consists of a set of discrete energies. For example, when an electric            discharge passes through a tube containing hydrogen gas at low pressure, the                H2 molecules are broken apart into separate H atoms and we see a            blue-pink color. Passing the light through a prism produces a line spectrum, indicating            that this light is composed of photons of four visible wavelengths, as shown in the            figure below.
Every element has a unique line spectrum, which can be used to identify the element. The            image below shows the line spectra of several elements. Compounds also produce unique            line spectra, but are more complex than the spectra produced by individual elements.
This video shows the line            spectra of several different substances. Note that the diffraction grating used works            like a prism to bend and separate the light so that each individual frequencies can be            seen.
The origin of discrete spectra in atoms and molecules was extremely puzzling to            scientists in the late nineteenth century, since according to classical electromagnetic            theory, only continuous spectra should be observed. Even more puzzling, in 1885, Johann            Balmer was able to derive an empirical equation that related the four visible            wavelengths of light emitted by hydrogen atoms to whole integers. That equation is the            following one, in which k is a constant:
Other discrete lines for the hydrogen atom were found in the UV and IR regions. Johannes            Rydberg generalized Balmer\'s work and developed an empirical formula that predicted all            of hydrogen\'s emission lines, not just those restricted to the visible range, where            n1 and n2 are integers, n1 < n2 and            RH is the Rydberg constant (1.097 m-1).
Even in the late nineteenth century, spectroscopy was a very precise science, and so the            wavelengths of hydrogen were measured to very high accuracy, which implied that the            Rydberg constant could be determined very precisely as well. That such a simple formula            as the Rydberg formula could account for such precise measurements seemed astounding at            the time, but it was the eventual explanation for emission spectra by Neils Bohr in 1913            that ultimately convinced scientists to abandon classical physics and spurred the            development of modern quantum mechanics.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0                License.
Download for free at .",,what can we conclude from the figure below?,33.10335922241211
112,Gases,The Kinetic-Molecular Theory,Non-Ideal Gas Behavior,"Thus far, the ideal gas law, PV = nRT, has beenapplied to a variety of different types of problems, ranging from reaction stoichiometryand empirical and molecular formula problems to determining the density and molar massof a gas. As mentioned previously, however, the behavior of a gas is often non-ideal,meaning that the observed relationships between its pressure, volume, and temperatureare not accurately described by the gas laws. In this section, the reasons for thesedeviations from ideal gas behavior are considered.
The KMT assumes that the volume of gas particles iszero. This assumption can be made because the volume of the individual gas particles isnegligible compared to the volume of the container that the gas is in. Observe in theanimation below that as the pressure of the gas increases the volume of the gasparticles will take up a larger percentage of the container. Therefore as pressureincreases, gases become less ideal. Gas volumes predicted by the ideal gas equation willbe slightly larger than the actual volume. As pressure increases this difference willbecome greater. The difference becomes very significant at 10 atm.
Animation developed from PhET InteractiveSimulations, University of Colorado Boulder, https://phet.colorado.edu
The graph below shows the measured values of PV/RTfor 1 mole of several different gases at 300 K and varying pressures. Note that thehorizontal line at 1.0 represents the value that would be calculated for PV/RT for eachof the given gases. As the pressure increases, generally speaking, the differencebetween the measured value and the value calculated by the ideal gas law increases.
A graph of the compressibility factor (Z)vs. pressure shows that gases can exhibit significant deviations from thebehavior predicted by the ideal gas law.
The KMT also assumes that there are no attractiveforces between particles. Like the assumption about volume, under certain conditionsthis is for practical purposes true. At higher temperatures the attractive forcesbetween the gas particles is negligible and can be ignored. However, when a gas iscooled the particles begin to move more slowly. As the particles are moving more slowly,these attractive forces become more significant. Eventually at some temperature(depending on the gas) the attractive forces will become so significant that the gaswill condense to a liquid.
As temperature decreases the gas particlesmove more slowly. As the particles move more slowly, attractive forces betweenthe particles become more significant. Eventually, if the gas is cooled enoughthe attractive forces will become so significant and cause the gas to condenseinto a liquid.
Animation developed from PhET InteractiveSimulations, University of Colorado Boulder, https://phet.colorado.edu
(a) Attractions between gas moleculesserve to decrease the gas volume at constant pressure compared to an ideal gaswhose molecules experience no attractive forces. (b) These attractive forceswill decrease the force of collisions between the molecules and container walls,therefore reducing the pressure exerted compared to an ideal gas.
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0 License.
Download for free at .",,what is the ideal gas law?,150.1016845703125
113,Gases,Stoichiometry of Gases,Partial Pressure of Gases,"Unless they chemically react with each other, the individual gases in a mixture of gases            do not affect each others pressure. Each individual gas in a mixture exerts the same            pressure that it would exert if it were present alone in the container. The pressure            exerted by each individual gas in a mixture is called its partial pressurepressure exerted by an individual gas in a mixture. This            observation is summarized by Daltons law of partial pressures.
pressure exerted by an individual gas in a mixture
The total pressure of a mixture of ideal gases is equal to the sum of the partial                pressures of the component gases:
P_{Total} = P_A + P_B + P_C + ... = \\Sigma_iP_i 
In the equation PTotal is the total pressure of a mixture of gases,                    PA is the partial pressure of gas A; PB is the partial                pressure of gas B; PC is the partial pressure of gas C; and so on.
The partial pressure of gas A is related to the total pressure of the gas mixture via its            mole fraction (X), a unit of concentration defined as the number of moles of a component            of a solution divided by the total number of moles of all components:
P_A = X_A \imes P_{Total} \\ \\ \\ \\ \\ \\mathrm{where}\\ X_A =                \\frac{n_A}{n_{Total}}
where PA, XA, and nA are the partial pressure, mole            fraction, and number of moles of gas A, respectively, and nTotal is the            number of moles of all components in the mixture.
A 10.0L vessel contains 2.50 -3 mol of H2, 1.00 -3 mol                of He, and 3.00 -4 mol of Ne at 35 C.
(a) What are the partial pressures of each of the gases?
(b) What is the total pressure in atmospheres?
The gases behave independently, so the partial pressure of each gas can be determined                from the ideal gas equation, using:
P = \\frac{nRT}V.
\equire{cancel} P_{H_2} = \\frac{(2.50 \imes 10^{-3}                    \\cancel{\\mathrm{mol}})(0.08206 \\cancel{\\mathrm{L}}\\ \\mathrm{atm}\\                    \\cancel{\\mathrm{mol^{-1}}}\\ \\cancel{\\mathrm{K^{-1}}})(308                    \\cancel{\\mathrm{K}})}{10.0 \\cancel{\\mathrm{L}}} = 6.32 \imes 10^{-3}                    \\mathrm{atm}
\equire{cancel} P_{H_e} = \\frac{(1.00 \imes 10^{-3}                    \\cancel{\\mathrm{mol}})(0.08206 \\cancel{\\mathrm{L}}\\ \\mathrm{atm}\\                    \\cancel{\\mathrm{mol^{-1}}}\\ \\cancel{\\mathrm{K^{-1}}})(308                    \\cancel{\\mathrm{K}})}{10.0 \\cancel{\\mathrm{L}}} = 2.53 \imes 10^{-3}                    \\mathrm{atm}
\equire{cancel} P_{N_e} = \\frac{(3.00 \imes 10^{-4}                    \\cancel{\\mathrm{mol}})(0.08206 \\cancel{\\mathrm{L}}\\ \\mathrm{atm}\\                    \\cancel{\\mathrm{mol^{-1}}}\\ \\cancel{\\mathrm{K^{-1}}})(308                    \\cancel{\\mathrm{K}})}{10.0 \\cancel{\\mathrm{L}}} = 7.58 \imes 10^{-4}                    \\mathrm{atm}
The total pressure is given by the sum of the partial pressures:
P_T = P_{H_2} + P_{H_e} + P_{N_e} = (0.00632 + 0.00253 + 0.00076)                    \\mathrm{atm} = 9.61 \imes 10^{-3} \\mathrm{atm}
Here is another example of this concept, but dealing with mole fraction calculations.
A gas mixture used for anesthesia contains 2.83 mol oxygen, O2, and 8.41                mol nitrous oxide, N2O. The total pressure of the mixture is 192 kPa.
(a) What are the mole fractions of O2 and N2O?
(b) What are the partial pressures of O2 and N2O?
The mole fraction is given by XA = nA/nTotal and the                partial pressure is PA = XA  PTotal.
For O2,
X_{O_2} = \\frac{n_{O_2}}{n_{Total}} = \\frac{2.83 \\mathrm{mol}}{(2.83+8.41)                    \\mathrm{mol}} = 0.252
and
P_{O_2} = X_{O_2} \imes P_{Total} = 0.252 \imes 192 \\mathrm{kPa} = 48.4                    \\mathrm{kPa}
For N2O,
X_{N_2O} = \\frac{n_{N_2O}}{n_{Total}} = \\frac{8.41                    \\mathrm{mol}}{(2.83+8.41) \\mathrm{mol}} = 0.748
and
P_{N_2O} = X_{N_2O} \imes P_{Total} = 0.748 \imes 192 \\mathrm{kPa} =                    143.6 \\mathrm{kPa}
Adapted from Openstax Chemistry under Creative Commons Attribution 4.0                License.
Download for free at .",,what is the same as the total pressure of a mixture of gases?,57.20238494873047
114,Reactions and Stoichiometry,Reaction Stoichiometry,Percent Yield,"The amount of product that may be produced by a reaction under specified conditions, as            calculated per the stoichiometry of an appropriately balanced chemical equation, is            called the theoretical yieldamount of product that may be produced from a given amount of reactant(s) according to the reaction stoichiometry of the reaction. In practice, the amount of product            obtained is called the actual yieldamount of product formed in a reaction, and it is often less than the theoretical yield for            a number of reasons. Some reactions are inherently inefficient, being accompanied by            side reactions that generate other products. Some products are difficult to collect            without some loss, and so less than perfect recovery will reduce the actual yield. The            extent to which a reactions theoretical yield is achieved is commonly expressed as its            percent yieldmeasure of the efficiency of a reaction, expressed as a percentage of the theoretical yield.
amount of product that may be produced from a given amount of reactant(s) according to the reaction stoichiometry
amount of product formed in a reaction
measure of the efficiency of a reaction, expressed as a percentage of the theoretical yield
Upon reaction of 1.274 g of copper sulfate with excess zinc metal, 0.392 g copper                metal was obtained according to the equation:
What is the percent yield?
The provided information identifies copper sulfate as the limiting reactant. The                amount of product produced by the limiting reactant is the theoretical yield.
Using this theoretical yield and the provided value for actual yield, the percent                yield is calculated to be
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the value of the product formed in a reaction?,49.88371658325195
115,Solids and Liquids,Phase Changes,Phase Diagrams,"On the previous page, the variation of a liquids equilibrium vapor pressure with            temperature was described. Considering the definition of boiling point, plots of vapor            pressure versus temperature represent how the boiling point of the liquid varies with            pressure. Also described was the use of heating and cooling curves to determine a            substances melting (or freezing) point. Making such measurements over a wide range of            pressures yields data that may be presented graphically as a phase diagram. A phase            diagram combines plots of pressure versus temperature for the liquid-gas, solid-liquid,            and solid-gas phase-transition equilibria of a substance. These diagrams indicate the            physical states that exist under specific conditions of pressure and temperature, and            also provide the pressure dependence of the phase-transition temperatures (melting            points, sublimation points, boiling points). A typical phase diagram for a pure            substance is shown below.
To illustrate the utility of these plots, consider the phase diagram for water shown            below. Click through each of the green dots to get more information.
We can use the phase diagram to identify the physical state of a sample of water under            specified conditions of pressure and temperature. For example, a pressure of 50 kPa and            a temperature of  C correspond to the region of the diagram labeled cice.d Under            these conditions, water exists only as a solid (ice). A pressure of 50 kPa and a            temperature of 50 C correspond to the cwaterd regionhere, water exists only as a            liquid. At 25 kPa and 200 C, water exists only in the gaseous state. Note that on the                H2O phase diagram, the pressure and temperature axes are not drawn to a            constant scale in order to permit the illustration of several important features as            described here.
Consider the phase diagram for carbon dioxide shown below as another example. The            solid-liquid curve exhibits a positive slope, indicating that the melting point for CO2            increases with pressure as it does for most substances. Notice that the triple point is well above 1 atm, indicating            that carbon dioxide cannot exist as a liquid under ambient pressure conditions. Instead,            cooling gaseous carbon dioxide at 1 atm results in its deposition into the solid state.            Likewise, solid carbon dioxide does not melt at 1 atm pressure but instead sublimes to            yield gaseous CO2. Finally, notice that the critical point for carbon dioxide is            observed at a relatively modest temperature and pressure in comparison to water.
If we place a sample of water in a sealed container at 25 C, remove the air, and let the                    vaporization-condensation equilibrium establish itself, we are left with a mixture of                    liquid water and water vapor at a pressure of 0.03 atm. A distinct boundary between the                    more dense liquid and the less dense gas is clearly observed. As we increase the                    temperature, the pressure of the water vapor increases, as described by the liquid-gas                    curve in the phase diagram for water, and a two-phase equilibrium of liquid and                    gaseous phases remains. At a temperature of 374 C, the vapor pressure has risen to 218                    atm, and any further increase in temperature results in the disappearance of the                    boundary between liquid and vapor phases. All of the water in the container is now                    present in a single phase whose physical properties are intermediate between those of                    the gaseous and liquid states. This phase of matter is called a supercritical fluid, and                    the temperature and pressure above which this phase exists is the critical point                    . Above its critical temperature, a gas cannot be liquefied no matter how much                    pressure is applied. The pressure required to liquefy a gas at its critical temperature                    is called the critical pressure. The critical temperatures and critical pressures of                    some common substances are given in the table below.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what is the relationship between the boiling point and the temperature of a solid?,17.63642692565918
116,Reactions and Stoichiometry,Chemical Reactions and Equations,Precipitation Reactions and Solubility Rules,"Humans interact with one another in various and complex ways, and we classify these            interactions according to common patterns of behavior. When two humans exchange            information, we say they are communicating. When they exchange blows with their fists or            feet, we say they are fighting. Faced with a wide range of varied interactions between            chemical substances, scientists have likewise found it convenient (or even necessary) to            classify chemical interactions by identifying common patterns of reactivity. This module            will provide an introduction to three of the most prevalent types of chemical reactions:            precipitation, acid-base, and oxidation-reduction.
A precipitation reactionreaction that produces one or more insoluble products; when reactants are ionic compounds, sometimes called double-displacement or metathesis is one in which dissolved substances react to form one (or more)            solid products. Many reactions of this type involve the exchange of ions between ionic            compounds in aqueous solution and are sometimes referred to as double displacement,            double replacement, or metathesis reactions. These reactions are common in nature and            are responsible for the formation of coral reefs in ocean waters and kidney stones in            animals. They are used widely in industry for production of a number of commodity and            specialty chemicals. Precipitation reactions also play a central role in many chemical            analysis techniques, including spot tests used to identify metal ions and gravimetric            methods for determining the composition of matter. Watch the video below to see an example of a precipitation reaction.
reaction that produces one or more insoluble products; when reactants are ionic compounds, sometimes called double-displacement or metathesis
The extent to which a substance may be dissolved in water, or any solvent, is            quantitatively expressed as its solubility, defined as the maximum concentration of a            substance that can be achieved under specified conditions. Substances with relatively            large solubilities are said to be soluble. A substance will precipitate when solution            conditions are such that its concentration exceeds its solubility. Substances with            relatively low solubilities are said to be insoluble, and these are the substances that            readily precipitate from solution. More information on these important concepts is            provided later in this course. For purposes of predicting the identities of solids            formed by precipitation reactions, one may simply refer to patterns of solubility that            have been observed for many ionic compounds. Note that these guidelines are not            comprehensive, they do not cover every possible combination of cations and anions. It is            a good idea to memorize these guidelines.
Determine the solubility of the following compounds:
a) AgNO3
b) BaSO4
c) CaCO3
a) Nitrates are always soluble.
b) While sulfate compounds are often soluble, exceptions include: Ag+,                    Hg22+, Pb2+, Ca2+, Sr2+,                    Ba2+
c) Carbonate compounds are insoluble unless combined with a cation that is always                soluble.
We use these solubility rules to predict whether or not a precipitation reaction will            occur between two ionic compounds. A vivid example of precipitation is observed when            solutions of potassium iodide and lead(II) nitrate are mixed, resulting in the formation of            solid lead(II) iodide:
This observation is consistent with the solubility guidelines: The only insoluble            compound among all those involved is lead iodide, one of the exceptions to the general            solubility of iodide salts.
The net ionic equation representing this reaction is:
Lead iodide is a bright yellow solid that was formerly used as an artists pigment known            as iodine yellow. The properties of pure PbI2 crystals make them useful for            fabrication of X-ray and gamma ray detectors.
In order to determine whether or not a precipitation reaction will occur one needs to            identify all the ions present in the solution and then consider if possible cation/anion            pairing could result in an insoluble compound. For example, mixing solutions of silver            nitrate and sodium fluoride will yield a solution containing Ag+,                NO3, Na+, and F ions. Aside from the            two ionic compounds originally present in the solutions, AgNO3 and NaF, two            additional ionic compounds may be derived from this collection of ions: NaNO3            and AgF. The solubility guidelines indicate all nitrate salts are soluble but that AgF            is one of the exceptions to the general solubility of fluoride salts. A precipitation            reaction, therefore, is predicted to occur, as described by the following equations:
Predict the result of mixing reasonably concentrated solutions of the following ionic                compounds. If precipitation is expected, write a balanced net ionic equation for the                reaction.
potassium sulfate and barium nitrate
K+, SO42, Ba2+,                        NO3
KNO3 and BaSO4
If any of the possible products are insoluble a precipitate will form.
This reaction will form a precipitate of BaSO4. Therefore, the net ionic                equation is:
Predict the result of mixing reasonably concentrated solutions of the following ionic                compounds. If precipitation is expected, write a balanced net ionic equation for the                reaction.
sodium carbonate and ammonium nitrate
Na+, CO32, NH4+,                        NO3
NaNO3 and (NH4)2CO3
If all possible products are soluble, no reaction occurs.
The ions present in the reactants will remain unchanged when these two aqueous                solutions are combined. No reaction will occur.
Press ""NEXT"" to advance slideshow.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,"if a precipitation reaction is called a reaction reaction, what should we do?",99.07259368896484
117,Thermochemistry,Introduction to Energy,Pressure-Volume Work,"A type of work called pressure-volume work occurs when a system pushes back the            surroundings against a restraining pressure, or when the surroundings compress the            system. An example of this occurs during the operation of an internal combustion engine.            The reaction of gasoline and oxygen is exothermic. Some of this energy is given off as            heat, and some does work pushing the piston in the cylinder.
The substances involved in the reaction are the system, and the engine and the rest of            the universe are the surroundings. The system loses energy by both heating and doing            work on the surroundings, and its internal energy decreases. (The engine is able to keep            the car moving because this process is repeated many times per second while the engine            is running.)
The work done on the surroundings by the system or on the system by the surroundings can            be calculated with the following equation:
Where                                     Δ                    V                                         =                                                                 V                        final                                                             −                                                                 V                        initial                                                
The negative sign in the above equation is present because when the gas expands (when                    \xceV                is positive), the system does work on the surroundings (w                is negative).
Since we know we can calculate E                    using
If the work done on the system or by the system in a given process is pressure-volume                    work then:",,what's the relationship between the surroundings and the system?,40.28852081298828
118,Foundations of Chemistry,Measurements,Significant Figures in Calculations,"A second important principle of uncertainty is that results calculated from a measurement            are at least as uncertain as the measurement itself. We must take the uncertainty in our            measurements into account to avoid misrepresenting the uncertainty in calculated            results. One way to do this is to report the result of a calculation with the correct            number of significant figures, which is determined by the following four rules for            rounding numbers:
When we add or subtract numbers, we should round the result to the same                            number of decimal places as the number with the least number of decimal                            places (i.e., the least certain value in terms of addition and                            subtraction).
Add 1.0023 g and 4.383 g.
The answer rounded to the correct number of significant figures is 5.385 g (round to                the thousandths place; three decimal places)
Subtract 421.23 g from 486 g.
The answer rounded to the correct number of significant figures is is 65 g (round to                the ones place; no decimal places)
When we multiply or divide numbers, we should round the result to the                            same number of digits as the number with the least number of significant                            figures (the least certain value in terms of multiplication and                            division).
Multiply 0.6238 cm and 6.60 cm.
When these values are multiplied, we get 4.11708 cm2. The least certain                measurement has 3 significant figures. The final answer should be rounded to three                significant figures. The final answer rounded to the correct number of significant                figures is 4.12 cm2.
Divide 421.23 g by 48 mL.
When these values are divided we get 8.775625 g/mL. The least certain measurement has                2 significant figures. The final answer should be rounded to two significant                figures. The final answer rounded to the correct number of significant figures is                8.8 g/mL.
In the midst of all these technicalities, it is important to keep in mind the reason why            we use significant figures and rounding rulesto correctly represent the uncertainty of            the values we report and to ensure that a calculated result is not represented as being            more certain than the least certain value used in the calculation.
Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.
Download for free at .",,what should we do when we add or subtract numbers?,38.237518310546875
119,Solutions,Solubility,Solubility,"Imagine adding a small amount of salt to a glass of water, stirring until all the salt            has dissolved, and then adding a bit more. You can repeat this process until the salt            concentration of the solution reaches its natural limit, a limit determined primarily by            the relative strengths of the solute-solute, solute-solvent, and solvent-solvent            attractive forces. You can be certain that you have reached this limit because, no            matter how long you stir the solution, undissolved salt remains. The concentration of            salt in the solution at this point is known as its solubility.
The solubility of a solute in a particular solvent is the maximum concentration that may            be achieved under given conditions when the dissolution process is at equilibrium.            Referring to the example of salt in water:
When a solutes concentration is equal to its solubility, the solution is said to be            saturated with that solute. If the solutes concentration is less than its solubility,            the solution is said to be unsaturated. A solution that contains a relatively low            concentration of solute is called dilute, and one with a relatively high concentration            is called concentrated.
If we add more salt to a saturated solution of salt, we see it fall to the bottom and no            more seems to dissolve. In fact, the added salt does dissolve, as represented by the            forward direction of the dissolution equation. Accompanying this process, dissolved salt            will precipitate, as depicted by the reverse direction of the equation. The system is            said to be at equilibrium when these two reciprocal processes are occurring at equal            rates, and so the amount of undissolved and dissolved salt remains constant.
Solutions may be prepared in which a solute concentration exceeds its solubility. Such            solutions are said to be supersaturated, and they are interesting examples of            nonequilibrium states. For example, the carbonated beverage in an open container that            has not yet cgone flatd is supersaturated with carbon dioxide gas; given time, the CO2            concentration will decrease until it reaches its equilibrium value. A video showing the crystallization of             two supersaturated solutions of sodium acetate is shown below.
Adapted from Openstax Chemistry under   Creative Commons Attribution                4.0 License.
Download for free at .",,"if we add more salt to a solution of water, we can see that.",35.385311126708984
