,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
204,Exploratory Data Analysis,Feature Engineering,Feature Engineering,"Importance of Feature Engineering,Feature Engineering Techniques,Imputation,Binning,Handling Outliers,Log Transform,Categorical Encoding,One hot encoding,Binary Feature Encoding,Ordinal Feature Encoding,Feature Split,Scaling,An optimization algorithm used to minimize some functions by iteratively moving in the direction of the steepest descent as defined by the negative of the gradient. In machine learning, we use gradient descent to update the parameters of our model.",Highly Dissatisfied,"Highly Dissatisfied with the way the government handled the economy, the government decided to take a look at what?",['dissatisfied'],0.06666666666666667
205,Exploratory Data Analysis,Feature Engineering,Feature Engineering,"Importance of Feature Engineering,Feature Engineering Techniques,Imputation,Binning,Handling Outliers,Log Transform,Categorical Encoding,One hot encoding,Binary Feature Encoding,Ordinal Feature Encoding,Feature Split,Scaling,An optimization algorithm used to minimize some functions by iteratively moving in the direction of the steepest descent as defined by the negative of the gradient. In machine learning, we use gradient descent to update the parameters of our model.","Some machine learning algorithms need to have scaled continuous features as model inputs. Scaling is not necessary for most algorithms, but it can make continuous features identical with respect to range.","For example, a model that has a continuous feature that is scaled to a certain range is called what?","['necessary', 'continuous', 'need', 'algorithm', 'learn', 'model', 'input', 'machine', 'respect', 'range', 'scaling', 'identical', 'feature', 'scale']",0.6
206,Exploratory Data Analysis,Feature Engineering,Feature Engineering,"Importance of Feature Engineering,Feature Engineering Techniques,Imputation,Binning,Handling Outliers,Log Transform,Categorical Encoding,One hot encoding,Binary Feature Encoding,Ordinal Feature Encoding,Feature Split,Scaling,An optimization algorithm used to minimize some functions by iteratively moving in the direction of the steepest descent as defined by the negative of the gradient. In machine learning, we use gradient descent to update the parameters of our model.","There are instances that require the use of scaled data, including algorithms that use gradient descent","There are instances that require the use of scaled data, including algorithms that use gradient descent, which involves using what kind of data?","['use', 'datum', 'algorithm', 'instance', 'include', 'require', 'descent', 'gradient', 'scale']",0.0
207,Exploratory Data Analysis,Feature Engineering,Feature Engineering,"Importance of Feature Engineering,Feature Engineering Techniques,Imputation,Binning,Handling Outliers,Log Transform,Categorical Encoding,One hot encoding,Binary Feature Encoding,Ordinal Feature Encoding,Feature Split,Scaling,An optimization algorithm used to minimize some functions by iteratively moving in the direction of the steepest descent as defined by the negative of the gradient. In machine learning, we use gradient descent to update the parameters of our model.","Neural Networks and Linear Regression are some of those examples. The data is scaled before being fed to the model. Algorithms like k-Nearest Neighbors, clustering analysis like k-means clustering, and other distance-based algorithms would need data that is scaled.","Algorithms like k-Means clustering, k-Means clustering, and k-Means clustering are examples of what?","['mean', 'k', 'datum', 'clustering', 'cluster', 'feed', 'model', 'algorithm', 'base', 'need', 'example', 'analysis', 'distance', 'scale']",0.0
208,Exploratory Data Analysis,Feature Engineering,Feature Engineering,"Importance of Feature Engineering,Feature Engineering Techniques,Imputation,Binning,Handling Outliers,Log Transform,Categorical Encoding,One hot encoding,Binary Feature Encoding,Ordinal Feature Encoding,Feature Split,Scaling,An optimization algorithm used to minimize some functions by iteratively moving in the direction of the steepest descent as defined by the negative of the gradient. In machine learning, we use gradient descent to update the parameters of our model.","Normalization. This technique involves values ranging between 0 and 1. Prior to normalization, all outliers in the dataset should be handled.","The values in the first row should be handled by the first row of the dataset, and the values in the second row should be handled by what?","['value', 'involve', 'range', 'technique', 'outlier', 'normalization', 'handle', 'dataset']",0.0
209,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Sequences: Sequences, also called one-dimensional arrays. Many programming languages and lists in Python. Typically arrays are fixed size. Items are identified by positions or indices, starting with 0. Given an index, any item can be accessed in constant time; old items can be replaced with new values similarly. Languages like Python allow the extension of an array if one needs to add new values to the end of the array. Further, Python lists can hold data values or different underlying types.",Sequences are also called what?,"['hold', 'programming', 'call', 'access', 'time', 'array', 'end', 'sequence', 'data', 'index', 'type', 'fix', 'need', 'dimensional', 'give', 'new', 'language', 'value', 'extension', 'identify', 'add', 'old', 'underlying', 'size', 'constant', 'item', 'replace', 'start', 'list', 'allow', 'position', 'different']",0.0
210,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Intersection and union of sets,","Intersection and union of sets, and what else?","['union', 'set', 'intersection']",0.0
211,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Subtraction of one set from another set,","Subtraction of one set from another set, in a way that is similar to what is done in a car?","['set', 'subtraction']",0.058823529411764705
212,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Inserting elements into a set or removing an element from a set,","Inserting elements into a set or removing an element from a set, removing an element from a set, or removing an element from a set is called what?","['insert', 'remove', 'set', 'element']",0.0
213,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Checking if a given element of the domain is a member of a set,","Checking if a given element of the domain is a member of a set, what is the name of the set?","['check', 'domain', 'set', 'element', 'give', 'member']",0.07142857142857142
214,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Computing the size of a set.,"In the case of a large data set, what is the size of the data set?","['set', 'compute', 'size']",0.0
215,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Find the \\(i^{th}\\) smallest element of a set,","Find the \\(i^{th}\\) smallest element of a set, and what is the smallest element of a set?","['small', 'set', 'find', 'element']",0.08333333333333333
216,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Tables: Tables are an extension of sets. Each element in a table \\((k, v)\\) consists of a key \\(k\\) and an associated value \\(v\\). Key values in a table should be unique. Set operations like union, intersection, and difference on tables are done based on the key values with some provisions for conflicts. But one mainly uses tables typically for finding the value \\(v\\) associated with a key. Similarly, tables can be ordered based on a key if there is a need.",A table with a key that is unique is called what?,"['use', 'associated', 'consist', 'provision', '\\\\(k\\\\', 'difference', 'table', '\\\\((k', 'associate', 'need', 'extension', 'set', 'find', 'element', 'conflict', 'operation', 'base', 'order', 'v)\\\\', 'key', 'intersection', 'union', 'value', 'unique']",0.6666666666666667
217,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Graphs: Graphs are the most versatile abstract data types. They are typically used to represent a set of items (called nodes) along with asymmetric or symmetric relations between those items (called edges). For example, graphs can be used to represent","For example, graphs can be used to represent a set of items called what?","['abstract', 'relation', 'type', 'datum', 'call', 'symmetric', 'item', 'set', 'asymmetric', 'edge', 'example', 'graph', 'represent', 'versatile']",0.5714285714285713
218,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Social networks with nodes representing people and edges representing cfriendshipd or cfollowsd relations between them.,The cfriendshipd and cfollowsd relations are represented by what?,"['relation', 'cfollowsd', 'people', 'network', 'social', 'edge', 'node', 'represent', 'cfriendshipd']",0.0
219,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Neural networks with nodes representing neurons and edges representing weighted connections.,The network with nodes representing neurons and edges representing weights is called what?,"['connection', 'neural', 'network', 'weighted', 'edge', 'node', 'neuron', 'represent']",0.0
220,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,What is the shortest distance between any two intersections?,What is the shortest distance between any two intersections?,"['short', 'distance', 'intersection']",0.0
221,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Who are the people on a social network with more that 100 connections?,Who are the people on a social network with more that 100 connections?,"['social', 'people', 'network', 'connection']",0.07692307692307693
222,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Trees: Trees are special cases of graphs and are used to represent hierarchical relations such as parentchild relations. This restriction usually allows for more memory-efficient representations or time-efficient operations for specific classes of operations.,Graphs are used to represent hierarchical relations such as what?,"['hierarchical', 'relation', 'tree', 'restriction', 'class', 'efficient', 'memory', 'representation', 'time', 'operation', 'special', 'specific', 'graph', 'allow', 'represent', 'case']",0.0
223,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,"Priority Queues: Priority queues are essentially sets where each element consists of a value, and a priority, and the only operations one can do are",The priority is determined by what?,"['queue', 'priority', 'set', 'element', 'operation', 'consist', 'value']",0.0
224,Collecting and Understanding Data,Data Structures and Algorithms,Fundamental Abstract Data Types,,Inserting a value with its priority,Inserting a value with its priority is called what?,"['insert', 'value', 'priority']",0.1111111111111111
225,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Enable/enrich human-human communication,Enable/enrich human-human communication with the human being?,"['communication', 'enrich', 'human']",0.0
226,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Dictating email messages,Dictating email messages are often used to send and receive information about what?,"['dictate', 'email', 'message']",0.0
227,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Listening to email messages,"Listening to email messages is a common practice in the business world, where it is a common practice to use what kind of email format?","['listen', 'email', 'message']",0.10526315789473684
228,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Using human language to give commands to the operating system,Using human language to give commands to the operating system?,"['language', 'command', 'human', 'operating', 'system']",0.0
229,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Human-human communication,What is the topic of debate among scientists and philosophers?,"['human', 'communication']",0.0
230,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Real-time text and speech translation,Real-time text and speech translation is a part of what?,"['time', 'speech', 'text', 'translation', 'real']",0.2
231,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Summarizing meeting conversations,Summarizing meeting conversations with the leaders of the Muslim world?,"['meeting', 'conversation', 'summarizing']",0.0
232,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Improving the efficiency of tasks requiring human language faculty,What is the main goal of the research that involves human language faculty?,"['language', 'improve', 'human', 'efficiency', 'require', 'task', 'faculty']",0.0
233,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Correcting typing/grammatical errors,Correcting typing/grammatical errors in a document is called what?,"['correct', 'error', 'grammatical', 'type']",0.1111111111111111
234,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Answering e-mails automatically,Answering e-mails automatically creates a new record called a record called what?,"['answer', '-', 'mail', 'e']",0.2222222222222222
235,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Searching large document databases,Searching large document databases is a common practice in the field of search engines and what else?,"['database', 'large', 'search', 'document']",0.1764705882352941
236,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,"Conversational Agents (e.g., Siri, Alexa, Google Assistant): Holding a typically multi-stage turn-taking goal-driven conversation with a user, going beyond question answering and helping with other tasks such as making appointments, helping with shopping or entertainment options, etc.",Siri is a multi-stage turn-taking goal driven conversation driven by what?,"['hold', '-', 'user', 'shopping', 'question', 'multi', 'goal', 'answer', 'turn', 'take', 'go', 'conversation', 'option', 'entertainment', 'drive', 'appointment', 'stage', 'make', 'help', 'task']",0.8999999999999999
237,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,Sign-language translation and scene-to-speech for the visually impaired (which would be akin to video understanding above).,The visual impairments would be similar to what?,"['impair', 'language', 'understanding', 'speech', 'akin', 'translation', 'scene', 'video']",0.0
238,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,"Opinion and sentiment analysis:  Extracting political or personal sentiments from news pieces, tweets, product or movie reviews.",What is the term for the type of analysis that involves analyzing the content of news articles?,"['sentiment', 'opinion', 'extract', 'movie', 'piece', 'product', 'review', 'personal', 'analysis', 'news', 'tweet', 'political']",0.0
239,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,The following figure gives a birds eye view of NLP and various functions or tasks that partake in building and evaluating NLP applications.,NLP applications are evaluated by evaluating what?,"['evaluate', 'view', 'function', 'application', 'bird', 'building', 'partake', 'give', 'eye', 'figure', 'task', 'follow']",0.0
240,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,"Analysis (or cunderstandingd or cprocessingd ) where the input is language (text or speech), and the output is some representation that supports useful action (e.g., translation or robot movements) in response.",The output is a representation of what?,"['language', 'output', 'movement', 'cunderstandingd', 'robot', 'speech', 'input', 'representation', 'text', 'action', 'response', 'support', 'analysis', 'translation', 'useful', 'cprocessingd']",0.857142857142857
241,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,"Generation: input is a representation of an utterance and possibly a representation of the context, and the output is text or speech that captures the semantics and the intent encoded in the input representation (e.g., generating the target language sentence in machine translation).",The output is text or what?,"['translation', 'context', 'semantic', 'output', 'language', 'utterance', 'sentence', 'speech', 'input', 'representation', 'capture', 'text', 'generate', 'generation', 'machine', 'target', 'intent', 'encode']",0.0
242,Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Introduction to Natural Language Processing,,"Currently, almost all functions implemented in NLP applications make heavy use of machine learning, especially deep learning, involving transformers, large-scale neural language models, and the like.  These all necessitate large-scale data sources such as annotated and unannotated text, speech corpora, and large-scale computing resources to train.",Machine learning is a type of what?,"['use', 'unannotated', 'resource', 'model', 'machine', 'implement', 'deep', 'transformer', 'computing', 'annotated', 'datum', 'large', 'source', 'learning', 'language', 'like', 'heavy', 'necessitate', 'train', 'text', 'function', 'application', 'involve', 'neural', 'scale']",1.9999999999999993
243,Advanced Natural Language Processing,Language Representation and Transformers,Transformers,,The Transformer model was introduced in the famous paper Attention is All You Need in 2017.,The model was introduced in what year?,"['famous', 'paper', 'need', 'model', 'introduce']",0.0
244,Advanced Natural Language Processing,Language Representation and Transformers,Transformers,,"A good way to understand Transformers is to think about the fact that in the Sequence2Sequence models with attention, we are replacing the one final context vector with a hidden state generated for every output step. So do we need the hidden states at all? After all, attention alignment is supposed to define which part of the input the given output step should focus on, and the hidden states are only an indirect representation of input embeddings. A given hidden state vector represents the context of all input steps until that point and not just a single input embedding alone. Wouldnt using the input embeddings directly make more sense?",Wouldnt using the input embeddings directly make more sense?,"['context', 'output', 'hidden', 'embedding', 'good', 'model', 'focus', 'sequence2sequence', 'transformer', 'think', 'sense', 'vector', 'way', 'need', 'point', 'give', 'attention', 'step', 'single', 'understand', 'suppose', 'represent', 'fact', 'define', 'input', 'generate', 'embed', 'indirect', 'final', 'replace', 'alignment', 'representation', 'state']",0.0
245,Advanced Natural Language Processing,Language Representation and Transformers,Transformers,,Transformers do exactly this by replacing the sequential processing performed by RNNs in Sequence2Sequence  models with a simpler attention mechanism.,Sequences2Sequence  models replace RNNs with what?,"['mechanism', 'processing', 'sequential', 'perform', 'model', 'replace', 'sequence2sequence', 'attention', 'simple', 'transformer']",0.0
246,Advanced Natural Language Processing,Language Representation and Transformers,Transformers,,"Instead of using attention to connect the encoder and decoder, Transformers use attention within the encoder and decoder blocks. Instead of deriving hidden states using RNNs, they use self-attention.","Instead of using RNNs, they use what?","['block', 'connect', 'use', 'self', 'decoder', 'encoder', 'hidden', 'state', 'attention', 'rnn', 'derive', 'transformer']",0.0
247,Advanced Natural Language Processing,Language Representation and Transformers,Transformers,,"On the encoder side, Transformers use self-attention to generate a richer representation of a given input step \\(x_i\\), with respect to all other items in the input \\(x_1,x_2 \\dots x_n\\). This can be done for all input steps in parallel, unlike hidden state generation in an RNN-based encoder.","Instead of a single step, what is the output step?","['use', 'hidden', 'transformer', 'rich', 'encoder', 'give', 'attention', 'step', 'generation', 'respect', 'self', '\\\\dot', 'input', 'generate', 'base', 'parallel', 'item', 'representation', '\\\\(x_i\\\\', 'state']",0.7999999999999999
248,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Bias-Variance Decomposition and Trade-off,,"As seen in the figure below, a supervised learning method that can represent training data well but experiences overfitting is considered a high variance method. A method with high bias will not adequately learn the training data, and this leads to underfitting. High variance models are typically more complex, and those with high bias tend to be simpler.",High variance models are usually more complex and are more likely to be what?,"['tend', 'training', 'model', 'supervised', 'figure', 'overfitte', 'underfitte', 'datum', 'method', 'represent', 'learning', 'experience', 'complex', 'simple', 'variance', 'see', 'learn', 'consider', 'high', 'lead', 'bias']",0.0
249,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Bias-Variance Decomposition and Trade-off,,"Referring to \\(f\\left(x_0\\right)\\) and \\(g\\left(x_0\\right)\\) as f and g, respectively and skipping the conditional on X:","Referring to \\(f\\left(x_0\\right)\\) and \\(g\\left(x_0\\right)\\) as f and g, respectively and skipping the conditional on X: what is the conditional on?","['\\\\(f\\\\left(x_0\\\\right)\\\\', 'refer', '\\\\(g\\\\left(x_0\\\\right)\\\\', 'skip', 'x', 'conditional']",0.1764705882352941
250,Data Science Project Planning,Design and Plan Overview,Module 6 Summary,,Agile board: This is a tracking system that helps your team track the progress of your project.,What is the name of the system that helps you track the progress of your project?,"['project', 'tracking', 'team', 'agile', 'board', 'track', 'system', 'help', 'progress']",0.0
251,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"This module focused on formulating the analytic objective, which is also considered a research hypothesis because it effectively posits that a certain technique improves a metric with regard to a population of problem instances.",The objective of the module is to make a hypothesis about what?,"['research', 'hypothesis', 'analytic', 'improve', 'regard', 'module', 'population', 'formulate', 'metric', 'consider', 'objective', 'focus', 'technique', 'certain', 'posit', 'instance', 'problem']",0.6363636363636365
252,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"Understanding the business objective,","Understanding the business objective, what is the business objective?","['objective', 'business', 'understand']",0.0
253,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"Identifying the problem,","Identifying the problem, the problem is called what?","['problem', 'identify']",0.0
254,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"Focusing on a well-defined task,","Focusing on a well-defined task, what is the focus of the focus?","['define', 'task', 'focus']",0.09090909090909091
255,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,Checking the proposed method against the target insight,Checking the proposed method against the target insight is called what?,"['check', 'insight', 'propose', 'method', 'target']",0.0
256,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"Proposing data collection and curation methods, and","Proposing data collection and curation methods, and what else?","['datum', 'collection', 'propose', 'method', 'curation']",0.0
257,Problem Identification and Solution Vision,Distilling the Analytic Objective,Module 2 Summary,,"Analytic objectives can be reframed to focus on specific tasks, in which case an incremental step would become the primary goal.",The goal of the incremental step is to focus on what?,"['primary', 'analytic', 'incremental', 'case', 'specific', 'objective', 'focus', 'task', 'step', 'goal', 'reframe']",0.0
258,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,"Statistics provides methods for planning how to gather data for research studies, summarizing the data, and Making predictions based on the data. Data is typically categorized as numeric or categorical. Quantitative data is represented as continuous or discrete values, while categorical data can be nominal or ordinal values.",What is the term for data that is not continuous or discrete?,"['provide', 'categorize', 'nominal', 'research', 'datum', 'quantitative', 'method', 'represent', 'summarize', 'prediction', 'study', 'plan', 'value', 'continuous', 'base', 'ordinal', 'numeric', 'categorical', 'gather', 'statistic', 'make', 'discrete']",0.0
259,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,"Structured Data has organized facts that are presented in fixed formats and are easy to extract. Unstructured Data does not neatly fit in the row, and column structure or cannot be maintained in formats that are uniform.",Unstructured Data is easy to use and easy to understand what?,"['row', 'extract', 'organize', 'fact', 'structure', 'format', 'fix', 'maintain', 'uniform', 'column', 'easy', 'fit', 'present']",0.0
260,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,"Unlike structured data, unstructured data can be stored without a predefined schema. New-generation database frameworks, also known as NoSQL databases, have been developed specifically to handle this type of data.",New-generation databases are also known as what?,"['develop', 'predefine', 'structured', 'schema', 'unstructured', 'datum', 'type', 'new', 'know', 'store', 'generation', 'framework', 'database', 'handle']",0.0
261,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,"Data Wrangling is the process of cleaning, formatting, and enriching raw data to make it usable for analysis. Data wrangling is sometimes referred to as feature engineering. Feature engineering involves selecting the right features from the data to further improve the performance of your models.","What is the process of cleaning, formatting, and enriching data to make it usable for analysis?","['cleaning', 'raw', 'right', 'performance', 'usable', 'datum', 'improve', 'refer', 'involve', 'model', 'engineering', 'process', 'enrich', 'analysis', 'formatting', 'select', 'feature', 'wrangling']",0.0
262,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,The purpose of descriptive statistics is to make it easier to assimilate information. The exploratory data analysis (EDA) process comprises visualizing data to allow a data scientist or a data analyst to explore datasets. EDA uses non-graphical techniques and graphical techniques to explore the data.,EDA uses what kind of techniques?,"['-', 'use', 'process', 'comprise', 'non', 'explore', 'easy', 'dataset', 'scientist', 'data', 'assimilate', 'descriptive', 'datum', 'analyst', 'analysis', 'purpose', 'visualize', 'information', 'statistic', 'technique', 'exploratory', 'allow', 'graphical']",0.0
263,Exploratory Data Analysis,Performing Exploratory Data Analysis,Module 11 Summary,,"Correlation or correlation coefficient describes how strong the association between two variables, x, and y, is in terms of how closely the data follow a straight-line trend. It is a different measure than covariance because it describes both the direction and strength of the linear relationship between the variables.",The relationship between x and y is described by what?,"['follow', 'direction', 'strong', 'coefficient', 'datum', 'association', 'relationship', 'covariance', 'straight', 'describe', 'trend', 'line', 'measure', 'variable', 'different', 'term', 'correlation', 'strength']",0.0
264,Data Science Project Planning,Requirements Gathering,Overview,Requirements Management Plan,"Similar to traditional software development projects, data science projects are also guided by requirements gathering principles. Figure 1 lists the steps that are followed during the process. Requirements gathering for a data science project will involve eliciting the needs of the stakeholders and defining the requirements for the analytic solution(s).",The requirements gathering for a data science project will involve gathering the needs of the stakeholders and defining what?,"['guide', 'elicit', 'stakeholder', 'principle', 'process', 'figure', 'data', 'datum', 'similar', 'need', 'step', 'solution(s', 'software', 'analytic', 'define', 'requirement', 'project', 'development', 'science', 'traditional', 'involve', 'gather', 'list', 'follow']",0.5
265,Data Science Project Planning,Requirements Gathering,Overview,Requirements Management Plan,The requirements-gathering process involves eliciting user and system needs and defining data and analytic requirements for the successful implementation of a data-related project.,The process involves gathering user and system needs and defining what?,"['user', 'implementation', 'data', 'analytic', 'define', 'elicit', 'datum', 'requirement', 'involve', 'need', 'gather', 'successful', 'process', 'system', 'relate', 'project']",0.0
266,Data Science Project Planning,Requirements Gathering,Overview,Requirements Management Plan,Receive Sign-Off: This is an indication that the requirements have been approved and agreed upon by the client. Requirements are signed off twice during the development lifecycle; sign-offs take place prior to the start of solution development and after testing the solution.,Sign-offs are done in the event that the client has to do what?,"['off', 'lifecycle', 'sign', 'requirement', 'client', 'solution', 'approve', 'agree', 'place', 'indication', 'test', 'start', 'development', 'receive']",0.0
267,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Regularization,,"The ultimate goal of any supervised machine learning problem is to find a model or function that predicts a target or label and minimizes the expected error over all possible inputs and labels. Minimizing error over all possible inputs means the function must be able to generalize and make accurate predictions on unseen inputs. In other words, the fundamental goal of machine learning is for the algorithm to generalize beyond the training sets.",Minimizing error over all possible inputs means the function must be able to generalize and make accurate predictions on what?,"['error', 'predict', 'training', 'model', 'machine', 'goal', 'ultimate', 'supervised', 'mean', 'fundamental', 'label', 'minimize', 'unseen', 'able', 'target', 'generalize', 'learning', 'prediction', 'find', 'set', 'expected', 'possible', 'input', 'word', 'problem', 'function', 'accurate']",0.0
268,Analytic Algorithms and Model Building,Bias/Variance Tradeoff,Regularization,,"Elastic Net, a convex combination of Ridge and Lasso.",The convex combination is similar to what other type of combination?,"['convex', 'combination']",0.0
269,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Ranking,,RankNet uses gradient descent to update the weights or model parameters for a learning-to-rank task. This algorithm seeks to minimize the number of wrong orderings among a pair of results of a ranked list.,The algorithm is based on what?,"['use', 'parameter', 'model', 'pair', 'minimize', 'update', 'ordering', 'learning', 'wrong', 'weight', 'rank', 'number', 'descent', 'result', 'seek', 'list', 'gradient', 'task', 'ranked']",0.0
270,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Ranking,,LambdaMART uses Multiple Additive Regression Trees (MART is an implementation of the gradient tree boosting methods for regression and classification) and LambdaRank to solve a ranking task.,LambdaRank is an implementation of what?,"['implementation', 'use', 'classification', 'tree', 'boost', 'solve', 'regression', 'ranking', 'method', 'gradient', 'task']",0.0
271,Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Ranking,,Additional Reading: From RankNet to LambdaRank to LambdaMART,"Additional Reading: From RankNet to LambdaRank to LambdaMART, what is the name of the system that ranks the top performers in the world?","['additional', 'reading']",0.0
272,Advanced Natural Language Processing,Language Representation and Transformers,Introduction and Evolution of Language Representations,,"Machines dont understand characters, words, or sentences. They can only process numbers. Most natural language processing tasks begin with converting textual to numerical data that machines can understand. A good representation is critical for the success of downstream tasks. The NLP module provided an introduction to the most straightforward text representation techniques like bag of words, term frequency (tf), and term frequency-inverse document-frequency (tf-idf). However, these techniques had the following two significant limitations:","However, these techniques had the following two significant limitations: 1) What is the most simple representation technique?","['character', 'provide', 'good', 'process', 'machine', 'bag', 'significant', 'limitation', 'datum', 'sentence', 'natural', 'straightforward', 'begin', 'understand', 'language', 'critical', 'inverse', 'module', 'number', 'word', 'introduction', 'text', 'document', 'textual', 'term', 'convert', 'processing', 'downstream', 'representation', 'technique', 'frequency', 'tf', 'success', 'task', 'follow']",0.0
273,Advanced Natural Language Processing,Language Representation and Transformers,Introduction and Evolution of Language Representations,,"The individual items in a vocabulary (terms) were represented as dimensions, and thus the representations suffered from the curse of dimensionality: the representations grew with the size of language vocabulary.",The size of the vocabulary was represented by the size of what?,"['dimensionality', 'language', 'suffer', 'individual', 'curse', 'item', 'vocabulary', 'representation', 'grow', 'dimension', 'represent', 'term', 'size']",0.0
274,Advanced Natural Language Processing,Language Representation and Transformers,Introduction and Evolution of Language Representations,,"Neither of them, however, handles polysemy very well. These models output just one embedding for each word, combining all the semantic representations of the different senses of a  word into that one vector. For example, embeddings for the different occurrences of the word ccelld in the sentence, cHe went to the prison cell with his cell phone to extract blood cell samples from inmates,d would be the same.",What is the name of the model that outputs one embedding for each word?,"['output', 'embedding', 'polysemy', 'model', 'cell', 'prison', 'sample', 'sense', 'semantic', 'vector', 'go', 'inmate', 'example', 'handle', 'extract', 'embed', 'word', 'occurrence', 'cHe', 'combine', 'blood', 'representation', 'ccelld', 'phone', 'different', 'sentence']",0.0
275,Advanced Natural Language Processing,Language Representation and Transformers,Introduction and Evolution of Language Representations,,"This problem was solved by the ELMo (""Embeddings from Language Model"") model developed in 2018. Instead of using a fixed embedding for each word, ELMo looks at the entire sentence before assigning an embedding to each word. It uses a bi-directional LSTM architecture. ELMo is trained through the task of predicting the next word in a sequence of words - a task called Language Modeling.",ELMo is trained through the task of predicting what?,"['-', 'use', 'directional', 'embedding', 'call', 'predict', 'model', 'sequence', 'fix', 'sentence', 'solve', 'entire', 'look', 'architecture', 'train', 'embed', 'word', 'problem', 'develop', 'assign', 'bi', 'task']",0.0
276,Advanced Natural Language Processing,Language Representation and Transformers,Introduction and Evolution of Language Representations,,Another issue is that the same general word embeddings (or contextualized word embeddings) are often not enough to get a good performance in all kinds of NLP tasks. The representations often need task-specific fine-tuning to obtain better results.,What is the term for the general word embeddings?,"['performance', 'contextualize', 'embedding', 'result', 'good', 'tuning', 'well', 'need', 'representation', 'specific', 'word', 'issue', 'task', 'obtain', 'fine', 'general', 'kind']",0.0
